owner_id,show,num,considered,mean_top5,sample,owner_application_date,owner_number_of_shows,error_type,error
6f775447-bb3d-a0de-6077-00a1a70dfe87,1,4,10,0.5523,"[{'user_id': 'd637f6da-c577-8961-788c-57e34c657424', 'score': 0.6119}, {'user_id': 'bce1e291-8a95-40fd-5bc9-d4b62e8a2726', 'score': 0.5618}, {'user_id': '4dbe89b1-e0b5-b57b-6ff1-84dcd353db4a', 'score': 0.5362}]",2025-07-07,0,,
4cfd487b-d7ee-f57e-a48f-4bb413d966af,1,4,10,0.4573,"[{'user_id': 'aff74fb2-5da1-2e22-2b66-5ce3e2a967c8', 'score': 0.5052}, {'user_id': '75605068-de2b-849b-5de9-b1cdc843c61f', 'score': 0.4751}, {'user_id': '8617df4c-fba5-2595-3506-01d713a7a8a8', 'score': 0.4426}]",2025-07-09,0,,
abe78643-bc4d-8b2e-092c-2f089bf09415,1,4,10,0.6,"[{'user_id': '79955480-3812-5c1b-67ef-f2ca1eedbaa6', 'score': 0.6214}, {'user_id': '2f2502d0-caaa-c37c-3352-16c1627fc925', 'score': 0.5999}, {'user_id': 'eacd3470-018c-9be5-42bc-641038d9b834', 'score': 0.5973}]",2025-07-12,0,,
e2f98e41-9501-c9f2-ef95-2f777cca78bf,1,5,10,0.5255,"[{'user_id': '31f59242-4b0e-4ee5-4a89-4f087d1c08a4', 'score': 0.5967}, {'user_id': '3e91e308-97c8-5c72-b42a-b61498983051', 'score': 0.5213}, {'user_id': '9334c6f3-1203-2a86-fb91-afc80065561b', 'score': 0.5089}]",2025-08-01,0,,
09543add-250a-c68c-7984-42ffbafad7b8,1,4,6,0.3838,"[{'user_id': '04315916-c790-51ad-2d6e-20a4a380a2d7', 'score': 0.4796}, {'user_id': '57eb89a8-daa4-e021-f98c-0dbaca0f6156', 'score': 0.4333}, {'user_id': 'a4c30bcc-e5a8-c322-8548-35e1aa750381', 'score': 0.3679}]",2025-07-20,0,,
5191d24b-c87d-ca7a-c9b0-d862e57d8263,1,6,10,0.5961,"[{'user_id': 'cc1a83e4-d76e-3e24-369d-a93dabab52e9', 'score': 0.5984}, {'user_id': '35c1aed1-3b6e-0229-2ebb-3ca25ef0ad81', 'score': 0.598}, {'user_id': '2d6326e5-7a55-560c-c5e6-d3b69507a06f', 'score': 0.5969}]",2025-08-08,1,,
15d6d3c3-a012-6986-f958-4c4435da217b,1,4,10,0.6531,"[{'user_id': '55d29279-7870-f60f-0e6b-b16817b05c59', 'score': 0.6742}, {'user_id': 'b6652564-d147-db59-b12e-fa82809a59c3', 'score': 0.6675}, {'user_id': '087665f0-83a0-e6f6-c025-92c7d954f722', 'score': 0.643}]",2025-07-12,0,,
5cdddeec-83f6-a0f0-b796-14d063922d1c,1,5,10,0.6249,"[{'user_id': '3f1d6d05-55f6-7d02-ad34-f9f57316e45f', 'score': 0.634}, {'user_id': '061a4fdd-c287-ea50-282b-3fb79fbfd1f3', 'score': 0.6335}, {'user_id': '0ebe37ac-c5ac-1c90-9601-d12f03a526f2', 'score': 0.6222}]",2025-07-09,2,,
