owner_id,show,num,considered,mean_top5,sample,owner_application_date,owner_number_of_shows,error_type,error
5693f3d8-fec3-e418-2d97-b3e454a929b6,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
59740baf-5d07-7475-ba2c-2a2572ca3418,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
5a41d5e5-e718-d2ce-8c69-a729af35c8ad,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
5e786f2d-4210-185e-23f6-0917dd0218ff,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
61f5699c-d101-b926-066e-1997e4c56a26,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
67493756-d9e7-3e45-7be7-59f2fae9e6dd,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
6a02930b-58a3-acbc-62bf-925e5a29c855,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
6f567966-5eda-5793-9b57-d53f237ee162,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
7777dd50-6423-2a60-3deb-f3dd7fdf59d9,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
79e7b7b8-3a06-9669-33b7-bf5477ffdf40,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
7c1e9b00-4f70-3069-1b9a-fec03e9dd861,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
7e78ec3d-e75a-cc30-b781-d48a32dbfd76,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
8065bd48-b3cf-24a8-2424-5ef22402cd59,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
85becdd8-42db-f451-4378-3e13490a46b3,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
914392ff-7515-1b16-d7f0-ed141542ccd3,,,,,,,,qdrant_unexpected_response,"Unexpected Response: 400 (Bad Request)
Raw response content:
b'{""status"":{""error"":""Bad request: Index required but not found for \\""owner_id\\"" of one of the following types: [uuid, keyword]. Help: Create an index for this key or use a different filter.""},""time"" ...'"
