owner_id,show,num,considered,mean_top5,sample,owner_application_date,owner_number_of_shows,error_type,error
98d45f12-a8f0-da37-65f5-bbf72fbc0bb8,1,2,3,0.4489,"[{'user_id': '577b7786-9fd9-f9e0-e8cc-b57644d2da28', 'score': 0.5074}, {'user_id': '253704a5-0e87-ef7b-8e0e-75f7090d706c', 'score': 0.4738}, {'user_id': '6dd1d4a0-e1c9-bff3-afe9-4e74fd1eecfa', 'score': 0.3654}]",2025-07-21,0,,
cbf12ef5-a85e-a005-37b8-a042b963bc5a,1,6,10,0.7115,"[{'user_id': '0422535c-58ad-ac69-c236-1dec59b11dd1', 'score': 0.7445}, {'user_id': '10378c49-cb85-67b9-453c-fa65568b2fc1', 'score': 0.7178}, {'user_id': 'd2713644-0d20-920b-35c1-746081d3911b', 'score': 0.7166}]",2025-08-03,0,,
8b89b5ba-be3b-737a-828d-e6c3c3b87369,1,4,6,0.4063,"[{'user_id': '89822584-9d0c-5c45-f4fe-a1d4a1c2f23c', 'score': 0.4604}, {'user_id': 'fb9d5ada-07aa-7396-db36-bb7730f06e61', 'score': 0.4394}, {'user_id': '438014e7-ad8e-70ae-1982-72eb2876c403', 'score': 0.411}]",2025-07-17,0,,
e82fefcf-efbe-4fa8-1735-c5323f79a729,1,1,1,0.4749,"[{'user_id': 'cdfcce1e-7e15-eef3-5a21-2f95b836e047', 'score': 0.4749}]",2025-07-26,0,,
151bae0f-c256-a375-3348-83aae7f19e5c,1,5,10,0.5336,"[{'user_id': '01c8330b-add9-c73a-f011-1be57b032675', 'score': 0.5414}, {'user_id': 'a53e49b9-eeff-a926-0a04-8ded30583e17', 'score': 0.539}, {'user_id': '7effe6c9-cc01-9ee6-370c-294f714c63fb', 'score': 0.5347}]",2025-07-03,1,,
65b40638-f075-c2bb-1859-e3a7cc9e79ec,1,2,2,0.458,"[{'user_id': '4eae443e-b83a-bd7d-fb63-9cefe3c11c01', 'score': 0.5081}, {'user_id': '57eb89a8-daa4-e021-f98c-0dbaca0f6156', 'score': 0.408}]",2025-07-21,0,,
14687d72-e7c2-ea8b-e01c-8eaff775c3f5,1,4,10,0.5941,"[{'user_id': '3def33bd-ce6e-5644-bee6-16a7b8a51322', 'score': 0.6109}, {'user_id': 'f577930d-e6ea-b153-e772-2a2443f0be87', 'score': 0.599}, {'user_id': '87b6cce8-35c3-8b56-c02c-ddedc6e250d3', 'score': 0.5966}]",2025-07-01,0,,
2e31a477-070c-ebaf-80c2-13e408f12eb9,1,5,10,0.6276,"[{'user_id': '8eecc892-34a8-7ebe-9600-70f922477b0c', 'score': 0.6331}, {'user_id': '2c70c693-dc15-a73f-7894-527cb727a1d6', 'score': 0.6309}, {'user_id': 'd3b18e14-e1f1-2a7a-9b41-e65de7a5456c', 'score': 0.6275}]",2025-07-01,1,,
297b261f-caca-3a4d-1b0c-d74b9e49e05c,1,3,10,0.4799,"[{'user_id': '2ad4f38c-7b54-f6fd-94c8-8a6108c9361a', 'score': 0.4962}, {'user_id': '50f3dbc1-e90d-ebf3-1c6a-93d2ba15b5c2', 'score': 0.4803}, {'user_id': 'd94c43be-9aed-ff45-440a-cee116bf3110', 'score': 0.4754}]",2025-07-12,1,,
761bd458-cfa4-2dd6-f4f5-a3ae8c7c0adb,1,6,10,0.6312,"[{'user_id': '3b11f2f0-f900-f1c7-6ec1-20a3aaf7f146', 'score': 0.6608}, {'user_id': 'fb57dfa1-a8be-59da-3b05-73b4b58760a4', 'score': 0.6538}, {'user_id': 'f7c4fc78-01d7-adcb-cca4-2760d798c867', 'score': 0.6366}]",2025-08-06,0,,
23fa402e-bb55-e187-cc80-7be9311f6f89,1,5,10,0.5298,"[{'user_id': '627c7181-7e86-a641-9997-3060b13e7486', 'score': 0.5412}, {'user_id': 'b0f0882b-b183-3c13-af82-182bf9d41183', 'score': 0.5394}, {'user_id': '54661865-ca28-46bf-42ed-517dff02a03a', 'score': 0.5283}]",2025-07-02,1,,
